Tom,1,9,4204,0,2
Robin,4,1,2240,0,0
John,9,8,2513,2,2
Sam,5,8,3855,1,2
William,3,7,3524,0,1
Aman,5,2,3857,0,1
Karan,9,8,2782,2,2
Varun,6,4,2354,2,0
Abhinay,6,7,3005,0,2
Arjun,4,2,2400,2,1
Brian,8,0,2657,2,0
Steven,5,2,2679,2,2
Harry,5,4,3397,0,0
Draco,4,7,4194,1,0
Ron,5,6,3384,0,2
Neville,5,2,4438,2,0
Chandler,5,4,3419,0,1
George,3,2,3472,0,0
Charlie,6,6,4177,2,1
Percy,5,9,4105,0,0
Bill,3,8,4598,0,0
Fred,9,8,3467,0,1
James,1,4,4874,2,2
Sirius,3,2,4407,2,1
Peter,5,1,4029,1,2
Daniel,1,6,4350,0,0
Arnold,7,1,4409,1,0
Steve,1,0,3786,1,0
Adam,1,0,4144,2,0
Alan,8,3,4997,1,0
Benedict,9,2,3210,2,1
Martin,5,7,2577,0,2
Anirudh,0,1,2810,2,0
Arthur,9,7,3546,1,2
Sid,7,0,4000,1,2
Albus,5,1,4192,1,0
Reginald,7,7,4699,1,0
Julian,5,2,2583,0,2
Ted,8,9,2506,0,0
Lee,8,4,4997,0,1
Jordan,9,1,3326,1,1
Seamus,6,2,4574,0,1
Dean,9,6,2036,1,0
Thomas,0,8,3764,0,0
Rupert,8,6,4443,2,2
Clark,1,1,4701,1,1
Bruce,9,3,3951,1,2
Barry,1,9,2419,1,0
Gary,5,4,3705,1,1
Albert,6,1,3934,2,1
John,0,4,4213,1,1
Hamish,8,7,3776,2,2
Harold,9,1,2252,2,2
Roy,6,2,3571,1,2
Joey,4,3,4420,0,2
Matt,5,2,4734,1,2
Jack,0,4,3230,0,1
Sean,4,3,3431,0,2
