Tom,8,1,2140,0,0
Robin,8,0,4977,0,1
John,6,9,4753,1,0
Sam,6,1,2236,0,0
William,1,0,2641,0,0
Aman,9,9,3610,1,2
Karan,7,4,2177,1,2
Varun,8,8,3186,1,2
Abhinay,4,4,3472,2,2
Arjun,0,1,4991,2,2
Brian,1,7,2782,0,0
Steven,0,5,4112,1,0
Harry,0,1,2931,1,0
Draco,5,0,4103,2,0
Ron,9,0,2892,1,0
Neville,5,8,4132,2,0
Chandler,4,4,4884,1,0
George,9,1,4917,1,2
Charlie,9,3,4637,2,2
Percy,3,6,3226,1,0
Bill,4,9,2014,0,2
Fred,0,7,4374,1,1
James,9,3,2541,1,1
Sirius,3,8,2224,1,2
Peter,5,9,2163,0,1
Daniel,9,6,3504,2,1
Arnold,8,1,4534,2,2
Steve,0,2,2441,1,1
Adam,2,7,2705,2,1
Alan,4,9,4628,0,1
Benedict,3,5,2209,1,1
Martin,3,4,3192,0,1
Anirudh,3,3,4288,0,0
Arthur,3,1,3420,0,0
Sid,9,6,4273,2,0
Albus,4,8,2117,1,2
Reginald,0,3,3836,2,0
Julian,0,9,2608,0,1
Ted,1,6,2885,0,1
Lee,8,0,2909,0,2
Jordan,5,1,2211,1,1
Seamus,2,5,3803,2,0
Dean,2,3,3458,0,2
Thomas,6,0,2026,2,0
Rupert,5,4,3828,2,2
Clark,0,9,4540,1,0
Bruce,3,9,3210,0,2
Barry,6,1,4106,1,0
Gary,2,7,3357,2,1
Albert,9,3,2167,1,1
John,0,0,3229,0,1
Hamish,0,3,2468,1,2
Harold,2,5,3439,0,0
Roy,3,2,2602,1,0
Joey,2,0,2026,1,2
Matt,3,2,2182,1,0
Jack,3,5,4031,0,1
Sean,3,3,3932,1,2
