Tom,3,3,4031,2,1
Robin,8,9,3118,0,0
John,3,8,2498,2,0
Sam,6,6,2236,1,2
William,2,4,2038,2,2
Aman,4,1,4773,2,2
Karan,5,7,3492,1,0
Varun,6,1,3060,0,0
Abhinay,8,8,2548,2,2
Arjun,5,0,2051,2,1
Brian,7,1,3460,1,2
Steven,2,9,2038,1,0
Harry,1,8,3661,0,0
Draco,6,2,4345,2,0
Ron,7,3,2758,2,2
Neville,8,6,4456,1,1
Chandler,8,4,3610,1,2
George,8,2,2332,0,2
Charlie,5,3,4627,1,0
Percy,2,3,4732,2,0
Bill,9,1,3108,0,0
Fred,9,3,4970,2,0
James,6,0,3125,1,0
Sirius,5,5,4879,0,1
Peter,8,8,2131,0,2
Daniel,5,5,2600,2,1
Arnold,2,1,2197,1,1
Steve,3,5,2698,2,2
Adam,5,5,4389,1,1
Alan,6,2,2963,0,2
Benedict,8,2,2550,0,2
Martin,7,9,3935,2,0
Anirudh,5,0,2128,1,1
Arthur,5,0,2499,1,2
Sid,5,7,3388,0,2
Albus,5,2,2457,2,1
Reginald,3,0,4648,2,2
Julian,9,7,3280,2,1
Ted,1,5,4221,1,2
Lee,9,5,4727,1,1
Jordan,6,5,2573,1,1
Seamus,3,6,4030,1,0
Dean,8,2,2448,1,2
Thomas,7,1,3927,0,1
Rupert,8,3,3045,0,0
Clark,9,8,2156,2,0
Bruce,0,7,2395,0,1
Barry,5,7,4003,0,1
Gary,0,8,4615,2,2
Albert,5,4,2341,1,0
John,8,8,2303,1,1
Hamish,8,6,3394,1,1
Harold,2,5,2504,1,1
Roy,7,5,2081,0,1
Joey,0,9,4295,2,1
Matt,6,7,2398,1,1
Jack,1,5,3056,1,1
Sean,7,3,3195,1,2
