Tom,4,2,2257,1,2
Robin,9,3,3789,2,2
John,0,7,4353,0,1
Sam,3,6,4103,2,0
William,2,6,3932,1,1
Aman,0,5,2079,2,1
Karan,1,6,2474,1,2
Varun,9,0,4561,2,1
Abhinay,5,7,3181,2,0
Arjun,9,6,2974,2,2
Brian,7,2,4310,0,2
Steven,6,5,2098,1,2
Harry,4,3,4152,0,1
Draco,0,7,2241,0,2
Ron,8,9,4417,2,2
Neville,3,5,4081,2,2
Chandler,1,4,4990,2,0
George,1,4,4759,0,0
Charlie,7,9,4104,2,1
Percy,5,2,3734,1,1
Bill,2,4,2226,2,2
Fred,4,9,2906,0,0
James,1,7,3864,2,2
Sirius,2,6,4327,1,0
Peter,1,0,2335,0,2
Daniel,4,6,4051,2,2
Arnold,8,9,2828,0,1
Steve,3,5,2463,0,1
Adam,2,8,3621,0,0
Alan,6,0,4810,1,2
Benedict,9,7,4535,1,2
Martin,8,6,2532,2,0
Anirudh,7,2,4467,2,1
Arthur,0,2,2506,0,0
Sid,5,1,2568,0,1
Albus,7,7,4789,0,2
Reginald,4,7,2063,2,2
Julian,9,2,2039,2,0
Ted,3,8,2683,1,0
Lee,0,8,4855,1,2
Jordan,0,8,4936,2,1
Seamus,8,3,2924,1,1
Dean,9,7,2261,2,2
Thomas,3,8,2706,1,1
Rupert,5,2,4286,2,1
Clark,8,6,3973,1,1
Bruce,5,2,2024,2,2
Barry,0,9,4396,2,2
Gary,4,1,4784,1,1
Albert,9,1,2206,1,2
John,0,8,3574,0,0
Hamish,1,2,4289,2,0
Harold,0,5,2196,0,1
Roy,7,3,3950,0,0
Joey,1,4,2650,1,2
Matt,4,4,4405,1,2
Jack,1,0,3052,0,1
Sean,7,5,3651,0,0
