Tom,0,1,2734,0,0
Robin,5,5,4627,1,1
John,4,8,3791,1,1
Sam,0,5,4740,2,2
William,0,5,4095,0,2
Aman,8,5,4125,1,0
Karan,7,2,3556,2,2
Varun,1,8,2187,1,2
Abhinay,8,7,4199,2,1
Arjun,6,3,3366,2,2
Brian,4,1,4365,0,2
Steven,2,5,4951,2,1
Harry,1,9,3171,0,0
Draco,3,6,3156,1,2
Ron,1,7,3041,1,1
Neville,8,2,3859,1,1
Chandler,2,8,3343,1,1
George,0,0,3022,1,0
Charlie,1,1,2278,0,1
Percy,0,7,4586,2,2
Bill,7,3,3902,2,1
Fred,5,0,3475,1,0
James,6,2,3862,1,2
Sirius,7,1,4856,2,2
Peter,4,8,3169,1,1
Daniel,5,4,2095,2,1
Arnold,1,6,2805,2,1
Steve,0,9,2589,2,0
Adam,1,5,4660,2,2
Alan,1,0,3629,2,2
Benedict,8,8,2717,0,1
Martin,3,5,3223,0,1
Anirudh,1,8,2722,0,1
Arthur,2,1,2101,2,2
Sid,4,1,2827,1,1
Albus,4,2,4579,1,0
Reginald,9,8,4465,0,0
Julian,9,6,2162,1,1
Ted,1,0,3692,0,1
Lee,3,8,4063,2,1
Jordan,0,3,4656,1,1
Seamus,6,4,3000,2,1
Dean,8,8,2248,1,1
Thomas,8,6,3287,0,1
Rupert,3,0,2133,1,0
Clark,0,1,4953,0,0
Bruce,0,3,3311,0,1
Barry,1,7,2578,1,1
Gary,2,3,2341,2,1
Albert,8,8,4138,1,0
John,0,7,3833,1,2
Hamish,9,4,2847,0,0
Harold,7,0,3964,2,0
Roy,4,7,3711,2,0
Joey,0,2,4184,0,0
Matt,3,2,2881,1,2
Jack,0,7,3203,0,1
Sean,9,8,4863,2,0
