Tom,4,2,4536,1,2
Robin,5,2,4765,1,1
John,5,1,4497,2,0
Sam,7,4,3603,0,2
William,8,2,4259,2,1
Aman,8,7,3155,1,2
Karan,3,0,4640,1,1
Varun,9,4,2699,1,0
Abhinay,2,9,3239,0,1
Arjun,8,8,2314,1,1
Brian,9,1,3177,1,0
Steven,5,2,2943,1,0
Harry,2,9,2469,0,0
Draco,2,7,4249,0,0
Ron,5,2,3140,2,0
Neville,7,0,3390,2,0
Chandler,4,9,2664,0,0
George,8,2,2220,0,2
Charlie,7,1,4067,2,1
Percy,4,1,2601,1,0
Bill,7,3,2183,1,1
Fred,1,7,3523,2,1
James,9,8,4349,1,0
Sirius,4,4,4835,1,0
Peter,3,7,3135,0,0
Daniel,4,4,3423,0,1
Arnold,8,7,3969,2,1
Steve,5,3,3946,2,2
Adam,0,7,2738,1,1
Alan,2,8,3287,2,2
Benedict,0,5,4588,1,0
Martin,3,9,3605,2,2
Anirudh,6,7,3608,0,1
Arthur,2,1,3967,1,1
Sid,1,5,2905,2,1
Albus,4,3,3727,1,0
Reginald,7,2,2511,0,0
Julian,2,3,2840,0,0
Ted,9,0,4525,1,0
Lee,4,0,4032,1,0
Jordan,3,6,3930,1,0
Seamus,6,8,4860,2,2
Dean,6,5,2908,0,0
Thomas,4,0,3787,1,0
Rupert,8,8,4156,2,0
Clark,7,7,4417,1,1
Bruce,5,3,2818,1,2
Barry,4,9,3995,2,2
Gary,4,7,2647,2,0
Albert,6,3,2293,1,0
John,3,6,4753,2,0
Hamish,9,5,2351,2,2
Harold,5,9,4413,2,1
Roy,6,4,2305,0,1
Joey,9,4,3964,2,1
Matt,4,9,4005,0,1
Jack,3,2,2194,1,1
Sean,4,4,2030,0,2
