Tom,5,7,2269,0,0
Robin,7,2,4846,1,2
John,7,5,2983,1,2
Sam,7,9,2661,1,2
William,4,6,3524,1,0
Aman,5,9,2560,1,0
Karan,4,4,3636,1,0
Varun,9,9,3552,2,1
Abhinay,4,4,4587,1,2
Arjun,1,4,3391,2,0
Brian,2,8,2335,2,2
Steven,5,1,4970,1,2
Harry,3,1,2609,2,2
Draco,4,6,4974,1,2
Ron,9,1,3648,2,1
Neville,0,3,2494,1,1
Chandler,5,9,4877,0,2
George,0,1,2384,1,2
Charlie,4,6,2106,1,0
Percy,0,6,4807,1,1
Bill,1,6,2195,1,0
Fred,4,5,4374,2,0
James,4,4,2060,1,1
Sirius,2,5,3890,0,0
Peter,1,1,2464,2,0
Daniel,0,8,3076,0,1
Arnold,2,4,2584,1,0
Steve,7,5,2406,1,0
Adam,5,4,3050,2,2
Alan,3,3,2635,0,1
Benedict,7,9,3459,0,2
Martin,3,7,4013,2,2
Anirudh,5,6,3352,0,2
Arthur,9,2,4722,1,1
Sid,0,7,2954,1,1
Albus,8,1,4629,0,2
Reginald,9,2,3337,1,1
Julian,6,2,2359,1,0
Ted,7,6,4997,0,1
Lee,1,4,4665,2,0
Jordan,2,7,2186,2,2
Seamus,0,6,3698,0,1
Dean,8,8,3426,1,2
Thomas,1,9,2096,1,1
Rupert,8,0,2505,2,2
Clark,1,0,3841,2,0
Bruce,7,9,2097,0,0
Barry,9,2,3960,2,2
Gary,0,2,2169,1,1
Albert,6,6,3030,0,2
John,7,0,2655,0,1
Hamish,2,0,2012,1,0
Harold,3,5,4633,0,0
Roy,8,0,4357,1,0
Joey,5,4,3281,2,1
Matt,4,1,2665,0,2
Jack,0,9,3005,2,0
Sean,2,5,2091,1,0
