Tom,0,0,500,1,1
Robin,8,0,500,2,0
John,3,0,500,1,2
Sam,0,1,500,0,2
William,3,9,500,2,1
Aman,1,6,500,2,2
Karan,6,7,500,0,2
Varun,4,4,500,0,0
Abhinay,1,8,500,2,0
Arjun,6,2,500,2,1
Brian,7,2,500,0,0
Steven,5,1,500,1,0
Harry,2,0,500,1,1
Draco,8,5,500,1,0
Ron,5,3,500,2,0
Neville,8,5,500,1,1
Chandler,2,8,500,2,1
George,6,6,500,1,0
Charlie,8,4,500,1,1
Percy,8,9,500,1,1
Bill,8,1,4225,1,0
Fred,5,2,4613,1,1
James,1,2,3571,1,1
Sirius,9,9,3436,1,2
Peter,3,5,2470,1,2
Daniel,5,7,2002,2,1
Arnold,0,2,4942,0,0
Steve,8,1,4931,2,1
Adam,0,3,2425,1,2
Alan,0,1,2100,1,1
Benedict,7,0,4213,1,0
Martin,5,6,2427,0,1
Anirudh,3,1,4429,1,1
Arthur,5,5,2910,2,2
Sid,8,3,2737,1,1
Albus,4,7,4424,0,2
Reginald,5,2,4505,2,2
Julian,9,0,3942,1,1
Ted,9,8,2025,0,0
Lee,5,0,3909,1,0
Jordan,3,3,2515,2,1
Seamus,9,5,3914,1,2
Dean,6,7,4789,2,0
Thomas,8,9,2535,1,1
Rupert,1,7,4362,2,2
Clark,3,0,3822,0,2
Bruce,3,4,2269,0,1
Barry,2,0,3803,2,0
Gary,4,9,2342,0,2
Albert,7,6,2334,0,2
John,6,7,3083,0,0
Hamish,1,2,2009,2,0
Harold,9,8,3443,0,0
Roy,7,2,3758,2,0
Joey,3,3,2944,1,2
Matt,0,6,2643,0,0
Jack,2,3,3371,0,1
Sean,7,0,4587,2,2
-1
