Tom,1,5,4009,2,1
Robin,5,1,3575,0,2
John,2,9,2614,0,0
Sam,1,9,4579,0,0
William,6,9,3729,0,0
Aman,7,0,3256,0,2
Karan,7,4,3272,0,2
Varun,5,9,4150,1,2
Abhinay,6,7,2887,0,0
Arjun,6,8,2151,1,2
Brian,5,3,4127,2,2
Steven,7,9,2684,1,0
Harry,2,4,3296,1,0
Draco,9,8,2264,2,1
Ron,4,5,3574,0,1
Neville,1,8,3569,0,2
Chandler,3,9,4508,1,0
George,3,3,4249,2,0
Charlie,2,3,2211,0,0
Percy,9,4,3648,2,0
Bill,5,4,4728,2,1
Fred,1,5,2808,1,1
James,7,0,2182,1,1
Sirius,1,6,4687,0,2
Peter,8,3,2386,2,1
Daniel,7,0,2993,0,1
Arnold,2,8,3430,1,2
Steve,5,2,2441,1,1
Adam,7,4,4348,1,1
Alan,0,5,4441,2,2
Benedict,9,2,4927,1,0
Martin,5,8,2807,0,2
Anirudh,1,9,2464,1,0
Arthur,3,3,2561,0,2
Sid,7,7,4441,1,2
Albus,2,0,4523,0,0
Reginald,5,1,2355,1,1
Julian,6,0,3602,2,1
Ted,9,7,4330,1,0
Lee,3,2,4802,2,2
Jordan,3,4,3853,0,0
Seamus,6,4,3441,2,1
Dean,1,6,2645,1,2
Thomas,6,5,4758,1,1
Rupert,7,4,3532,1,2
Clark,5,1,4087,0,2
Bruce,1,2,3475,1,0
Barry,5,2,2533,1,0
Gary,2,3,3626,1,1
Albert,9,0,2272,2,2
John,0,5,3966,1,1
Hamish,5,2,2361,2,2
Harold,4,8,2596,2,1
Roy,2,5,3965,0,2
Joey,8,9,4525,0,0
Matt,0,2,3381,0,1
Jack,2,9,3370,1,2
Sean,0,1,3847,1,2
