Tom,8,2,3445,2,1
Robin,1,0,2827,2,1
John,1,5,3084,0,2
Sam,8,4,3488,1,0
William,4,1,2494,2,2
Aman,2,8,2830,0,0
Karan,2,8,3594,0,2
Varun,0,0,4062,2,2
Abhinay,1,1,4306,0,2
Arjun,8,3,2443,0,2
Brian,8,1,3302,2,0
Steven,4,5,2704,1,1
Harry,4,6,2889,0,2
Draco,7,0,4021,2,0
Ron,2,0,2872,0,2
Neville,4,2,2779,1,1
Chandler,1,1,4746,2,2
George,5,6,3677,2,2
Charlie,2,7,3812,1,2
Percy,5,5,3149,1,1
Bill,0,7,2810,2,1
Fred,2,8,3216,2,1
James,4,7,3658,1,0
Sirius,2,9,4581,0,1
Peter,2,8,4145,0,2
Daniel,6,6,4011,0,1
Arnold,3,9,4778,0,0
Steve,7,9,3911,0,2
Adam,9,7,2585,2,2
Alan,6,2,3908,0,0
Benedict,2,4,4834,1,1
Martin,7,5,3750,0,2
Anirudh,0,0,4571,2,1
Arthur,9,4,3963,0,0
Sid,6,4,2910,0,2
Albus,8,6,3234,2,2
Reginald,5,6,4784,1,2
Julian,0,5,3902,0,1
Ted,6,1,3602,2,0
Lee,6,2,3402,0,0
Jordan,5,4,3857,0,0
Seamus,2,8,4628,1,0
Dean,0,6,2670,0,1
Thomas,5,0,3108,2,0
Rupert,3,7,4699,0,0
Clark,7,3,2208,1,1
Bruce,7,8,2663,2,2
Barry,5,6,3048,0,0
Gary,3,6,3346,1,2
Albert,5,7,2437,0,1
John,3,4,3190,0,1
Hamish,6,6,2156,1,2
Harold,8,4,4616,0,1
Roy,4,9,2881,2,0
Joey,3,1,3303,2,1
Matt,0,8,2336,0,1
Jack,5,5,4722,1,1
Sean,0,0,4651,0,2
